Name,lattitude,Temperature,Humidity,Cloudiness,Windspeed
Lebu,8.96,287.17,77,81,0.68
Milkovo,41.53,283.07,52,20,3.6
Khandyga,62.65,231.83,91,48,0.44
Kalmunai,7.42,300.36,79,100,6.41
Ixtapa,20.71,299.78,65,5,1.64
Lata,30.78,268.36,5,31,3.44
Hermanus,-34.42,293.82,74,29,6.26
Cape Town,-33.93,295.01,53,20,8.7
Cuxhaven,53.87,280.61,81,20,9.3
Barrow,-38.31,303.93,16,32,7.96
Sioux Lookout,50.1,255.73,64,75,4.6
Georgetown,6.8,300.68,88,75,1.0
Ewa Beach,21.32,292.87,83,20,1.5
Bambous Virieux,-20.34,299.09,94,75,1.5
Geraldton,49.72,260.15,71,90,5.7
Bouza,14.42,298.29,11,0,4.46
Lima,-12.06,296.15,73,90,1.5
Ketchikan,55.34,274.18,70,90,2.6
Wahiawa,21.5,292.89,93,1,0.13
Auki,12.18,298.57,17,55,4.01
Marsa Matruh,31.35,293.15,64,40,4.1
Coahuayana,18.62,303.49,44,0,1.03
Port Blair,11.67,299.2,75,5,7.72
Hovd,63.83,272.63,92,90,6.2
Padang,-0.92,293.4,93,100,2.19
Port Elizabeth,39.31,279.57,48,1,3.6
New Norfolk,-42.78,285.55,62,100,4.1
Sanchez,19.23,299.16,94,75,2.5
Bathsheba,13.22,304.15,52,20,9.3
Piacabucu,-10.41,302.18,66,7,6.76
Yasnyy,64.04,274.77,98,100,6.54
Ilulissat,69.22,257.15,54,23,1.5
Roald,62.58,276.99,86,90,13.9
Kahului,20.89,292.05,82,1,1.5
Richards Bay,-28.77,294.55,77,84,6.99
Duvan,55.69,272.09,88,100,7.21
Khatanga,71.98,248.39,85,53,1.7
Kamina,-8.74,291.19,97,99,2.42
Koslan,63.46,273.24,89,100,6.22
Butaritari,3.07,299.72,75,100,3.75
Ust-Uda,54.17,265.77,86,100,2.81
Waynesville,37.83,284.81,62,1,5.7
Kapaa,22.08,292.63,93,1,4.1
Fort Nelson,58.81,258.15,84,75,1.5
Zlitan,32.47,293.8,36,100,3.96
Nioro,13.79,306.4,13,100,3.27
Yellowknife,62.45,238.15,73,40,3.6
North Platte,41.12,282.94,75,1,3.17
Kanye,-24.98,292.26,86,83,2.22
East London,-33.02,292.15,77,40,4.6
Ribeira Grande,38.52,292.15,88,75,5.7
Esperance,-33.86,285.15,76,90,2.6
Broome,52.47,280.31,75,40,7.7
Tuatapere,-46.13,283.15,84,12,4.47
Pevek,69.7,253.57,94,100,6.35
Hasaki,35.73,274.75,80,20,2.6
Uyskoye,54.37,266.78,86,56,2.42
Pangnirtung,66.15,262.15,61,75,4.1
Marrakesh,31.63,291.15,59,20,2.6
Carnarvon,-30.97,293.3,49,78,10.25
Rikitea,-23.12,296.12,80,92,11.91
Bluff,-23.58,295.59,74,16,4.47
Cherskiy,68.75,242.98,98,100,0.86
Waingapu,-9.65,302.26,71,19,1.6
Healdsburg,38.61,285.05,100,90,2.1
Nikolskoye,59.7,275.18,83,75,7.0
Berlevag,70.86,271.67,92,90,4.6
Lokosovo,61.13,261.89,95,81,3.58
Stony Mountain,50.09,254.95,70,40,7.2
Nizwa,22.93,292.43,75,66,1.02
Rome,41.89,285.72,76,75,0.5
Belyy Yar,53.6,272.15,86,75,6.0
Verkhoyansk,67.55,237.42,80,0,0.67
Mangrol,25.33,288.76,54,0,2.76
Nanortalik,60.14,273.59,66,100,6.59
Kavieng,-2.57,302.07,73,100,3.52
Katiola,8.14,305.15,40,20,3.1
Chuy,-33.69,301.81,33,0,3.64
Karratha,-20.74,302.84,46,0,8.16
Victoria,5.28,297.59,88,75,1.5
Tiksi,71.64,241.42,83,1,2.92
Lebu,8.96,287.17,77,81,0.68
Milkovo,41.53,283.07,52,20,3.6
Khandyga,62.65,231.83,91,48,0.44
Kalmunai,7.42,300.36,79,100,6.41
Ixtapa,20.71,299.78,65,5,1.64
Lata,30.78,268.36,5,31,3.44
Hermanus,-34.42,293.82,74,29,6.26
Cape Town,-33.93,295.01,53,20,8.7
Cuxhaven,53.87,280.61,81,20,9.3
Barrow,-38.31,303.93,16,32,7.96
Sioux Lookout,50.1,255.73,64,75,4.6
Georgetown,6.8,300.68,88,75,1.0
Ewa Beach,21.32,292.87,83,20,1.5
Bambous Virieux,-20.34,299.09,94,75,1.5
Geraldton,49.72,260.15,71,90,5.7
Bouza,14.42,298.29,11,0,4.46
Lima,-12.06,296.15,73,90,1.5
Ketchikan,55.34,274.18,70,90,2.6
Wahiawa,21.5,292.89,93,1,0.13
Auki,12.18,298.57,17,55,4.01
Marsa Matruh,31.35,293.15,64,40,4.1
Coahuayana,18.62,303.49,44,0,1.03
Port Blair,11.67,299.2,75,5,7.72
Hovd,63.83,272.63,92,90,6.2
Padang,-0.92,293.4,93,100,2.19
Port Elizabeth,39.31,279.57,48,1,3.6
New Norfolk,-42.78,285.55,62,100,4.1
Sanchez,19.23,299.16,94,75,2.5
Bathsheba,13.22,304.15,52,20,9.3
Piacabucu,-10.41,302.18,66,7,6.76
Yasnyy,64.04,274.77,98,100,6.54
Ilulissat,69.22,257.15,54,23,1.5
Roald,62.58,276.99,86,90,13.9
Kahului,20.89,292.05,82,1,1.5
Richards Bay,-28.77,294.55,77,84,6.99
Mitsamiouli,-11.38,300.15,88,75,2.1
College,64.86,264.72,100,75,0.74
Kuna,43.49,279.15,100,90,5.99
Touros,-5.2,304.15,52,40,7.2
Castro,-42.48,290.15,67,75,1.5
Jalingo,10.3,298.28,17,45,3.22
Clyde River,70.47,246.15,68,1,2.1
Talnakh,69.49,244.15,75,40,4.0
Camacha,33.08,292.15,68,75,3.6
Fort Nelson,58.81,258.15,84,75,1.5
Zlitan,32.47,293.8,36,100,3.96
Nioro,13.79,306.4,13,100,3.27
Yellowknife,62.45,238.15,73,40,3.6
North Platte,41.12,282.94,75,1,3.17
Kanye,-24.98,292.26,86,83,2.22
East London,-33.02,292.15,77,40,4.6
Ribeira Grande,38.52,292.15,88,75,5.7
Esperance,-33.86,285.15,76,90,2.6
Broome,52.47,280.31,75,40,7.7
Tuatapere,-46.13,283.15,84,12,4.47
Pevek,69.7,253.57,94,100,6.35
Hasaki,35.73,274.75,80,20,2.6
Uyskoye,54.37,266.78,86,56,2.42
Pangnirtung,66.15,262.15,61,75,4.1
Marrakesh,31.63,291.15,59,20,2.6
Carnarvon,-30.97,293.3,49,78,10.25
Rikitea,-23.12,296.12,80,92,11.91
Bluff,-23.58,295.59,74,16,4.47
Cherskiy,68.75,242.98,98,100,0.86
Waingapu,-9.65,302.26,71,19,1.6
Healdsburg,38.61,285.05,100,90,2.1
Nikolskoye,59.7,275.18,83,75,7.0
Berlevag,70.86,271.67,92,90,4.6
Lokosovo,61.13,261.89,95,81,3.58
Stony Mountain,50.09,254.95,70,40,7.2
Nizwa,22.93,292.43,75,66,1.02
Rome,41.89,285.72,76,75,0.5
Belyy Yar,53.6,272.15,86,75,6.0
Verkhoyansk,67.55,237.42,80,0,0.67
Mangrol,25.33,288.76,54,0,2.76
Nanortalik,60.14,273.59,66,100,6.59
Kavieng,-2.57,302.07,73,100,3.52
Katiola,8.14,305.15,40,20,3.1
Chuy,-33.69,301.81,33,0,3.64
Karratha,-20.74,302.84,46,0,8.16
Victoria,5.28,297.59,88,75,1.5
Tiksi,71.64,241.42,83,1,2.92
Lebu,8.96,287.17,77,81,0.68
Milkovo,41.53,283.07,52,20,3.6
Khandyga,62.65,231.83,91,48,0.44
Kalmunai,7.42,300.36,79,100,6.41
Ixtapa,20.71,299.78,65,5,1.64
Lata,30.78,268.36,5,31,3.44
Hermanus,-34.42,293.82,74,29,6.26
Cape Town,-33.93,295.01,53,20,8.7
Cuxhaven,53.87,280.61,81,20,9.3
Barrow,-38.31,303.93,16,32,7.96
Sioux Lookout,50.1,255.73,64,75,4.6
Georgetown,6.8,300.68,88,75,1.0
Ewa Beach,21.32,292.87,83,20,1.5
Bambous Virieux,-20.34,299.09,94,75,1.5
Geraldton,49.72,260.15,71,90,5.7
Bouza,14.42,298.29,11,0,4.46
Lima,-12.06,296.15,73,90,1.5
Ketchikan,55.34,274.18,70,90,2.6
Wahiawa,21.5,292.89,93,1,0.13
Auki,12.18,298.57,17,55,4.01
Marsa Matruh,31.35,293.15,64,40,4.1
Coahuayana,18.62,303.49,44,0,1.03
Port Blair,11.67,299.2,75,5,7.72
Hovd,63.83,272.63,92,90,6.2
Padang,-0.92,293.4,93,100,2.19
Port Elizabeth,39.31,279.57,48,1,3.6
New Norfolk,-42.78,285.55,62,100,4.1
Sanchez,19.23,299.16,94,75,2.5
Bathsheba,13.22,304.15,52,20,9.3
Piacabucu,-10.41,302.18,66,7,6.76
Yasnyy,64.04,274.77,98,100,6.54
Ilulissat,69.22,257.15,54,23,1.5
Roald,62.58,276.99,86,90,13.9
Kahului,20.89,292.05,82,1,1.5
Richards Bay,-28.77,294.55,77,84,6.99
Mitsamiouli,-11.38,300.15,88,75,2.1
College,64.86,264.72,100,75,0.74
Kuna,43.49,279.15,100,90,5.99
Touros,-5.2,304.15,52,40,7.2
Castro,-42.48,290.15,67,75,1.5
Jalingo,10.3,298.28,17,45,3.22
Clyde River,70.47,246.15,68,1,2.1
Talnakh,69.49,244.15,75,40,4.0
Camacha,33.08,292.15,68,75,3.6
Airai,-8.93,292.76,72,0,1.1
Cidreira,-30.17,295.06,76,0,6.54
Grindavik,63.84,273.15,76,40,7.2
Faanui,-16.48,300.64,76,24,4.86
Kant,42.89,270.15,92,0,2.0
Baykit,61.68,261.29,89,97,4.27
Melilla,-0.8,301.15,74,20,3.6
Taybad,34.74,286.93,27,98,9.46
Lianzhou,24.79,279.42,46,50,1.77
Broome,52.47,280.31,75,40,7.7
Tuatapere,-46.13,283.15,84,12,4.47
Pevek,69.7,253.57,94,100,6.35
Hasaki,35.73,274.75,80,20,2.6
Uyskoye,54.37,266.78,86,56,2.42
Pangnirtung,66.15,262.15,61,75,4.1
Marrakesh,31.63,291.15,59,20,2.6
Carnarvon,-30.97,293.3,49,78,10.25
Rikitea,-23.12,296.12,80,92,11.91
Bluff,-23.58,295.59,74,16,4.47
Cherskiy,68.75,242.98,98,100,0.86
Waingapu,-9.65,302.26,71,19,1.6
Healdsburg,38.61,285.05,100,90,2.1
Nikolskoye,59.7,275.18,83,75,7.0
Berlevag,70.86,271.67,92,90,4.6
Lokosovo,61.13,261.89,95,81,3.58
Stony Mountain,50.09,254.95,70,40,7.2
Nizwa,22.93,292.43,75,66,1.02
Rome,41.89,285.72,76,75,0.5
Belyy Yar,53.6,272.15,86,75,6.0
Verkhoyansk,67.55,237.42,80,0,0.67
Mangrol,25.33,288.76,54,0,2.76
Nanortalik,60.14,273.59,66,100,6.59
Kavieng,-2.57,302.07,73,100,3.52
Katiola,8.14,305.15,40,20,3.1
Chuy,-33.69,301.81,33,0,3.64
Karratha,-20.74,302.84,46,0,8.16
Victoria,5.28,297.59,88,75,1.5
Tiksi,71.64,241.42,83,1,2.92
Lebu,8.96,287.17,77,81,0.68
Milkovo,41.53,283.07,52,20,3.6
Khandyga,62.65,231.83,91,48,0.44
Kalmunai,7.42,300.36,79,100,6.41
Ixtapa,20.71,299.78,65,5,1.64
Lata,30.78,268.36,5,31,3.44
Hermanus,-34.42,293.82,74,29,6.26
Cape Town,-33.93,295.01,53,20,8.7
Cuxhaven,53.87,280.61,81,20,9.3
Barrow,-38.31,303.93,16,32,7.96
Sioux Lookout,50.1,255.73,64,75,4.6
Georgetown,6.8,300.68,88,75,1.0
Ewa Beach,21.32,292.87,83,20,1.5
Bambous Virieux,-20.34,299.09,94,75,1.5
Geraldton,49.72,260.15,71,90,5.7
Bouza,14.42,298.29,11,0,4.46
Lima,-12.06,296.15,73,90,1.5
Ketchikan,55.34,274.18,70,90,2.6
Wahiawa,21.5,292.89,93,1,0.13
Auki,12.18,298.57,17,55,4.01
Marsa Matruh,31.35,293.15,64,40,4.1
Coahuayana,18.62,303.49,44,0,1.03
Port Blair,11.67,299.2,75,5,7.72
Hovd,63.83,272.63,92,90,6.2
Padang,-0.92,293.4,93,100,2.19
Port Elizabeth,39.31,279.57,48,1,3.6
New Norfolk,-42.78,285.55,62,100,4.1
Sanchez,19.23,299.16,94,75,2.5
Bathsheba,13.22,304.15,52,20,9.3
Piacabucu,-10.41,302.18,66,7,6.76
Yasnyy,64.04,274.77,98,100,6.54
Ilulissat,69.22,257.15,54,23,1.5
Roald,62.58,276.99,86,90,13.9
Kahului,20.89,292.05,82,1,1.5
Richards Bay,-28.77,294.55,77,84,6.99
Mitsamiouli,-11.38,300.15,88,75,2.1
College,64.86,264.72,100,75,0.74
Kuna,43.49,279.15,100,90,5.99
Touros,-5.2,304.15,52,40,7.2
Castro,-42.48,290.15,67,75,1.5
Jalingo,10.3,298.28,17,45,3.22
Clyde River,70.47,246.15,68,1,2.1
Talnakh,69.49,244.15,75,40,4.0
Camacha,33.08,292.15,68,75,3.6
Airai,-8.93,292.76,72,0,1.1
Cidreira,-30.17,295.06,76,0,6.54
Grindavik,63.84,273.15,76,40,7.2
Faanui,-16.48,300.64,76,24,4.86
Kant,42.89,270.15,92,0,2.0
Baykit,61.68,261.29,89,97,4.27
Melilla,-0.8,301.15,74,20,3.6
Taybad,34.74,286.93,27,98,9.46
Lianzhou,24.79,279.42,46,50,1.77
Martapura,-3.41,296.82,92,100,0.25
Morondava,-20.3,296.95,78,93,2.91
Tezu,27.93,286.8,47,0,1.54
Kaitangata,-46.28,282.04,80,75,2.24
Kaniama,-7.57,291.5,99,100,1.62
Svetlogorsk,53.14,271.15,86,40,5.0
Cayenne,4.94,302.15,79,75,4.1
Aranos,-24.14,299.82,30,72,2.05
Cherskiy,68.75,242.98,98,100,0.86
Waingapu,-9.65,302.26,71,19,1.6
Healdsburg,38.61,285.05,100,90,2.1
Nikolskoye,59.7,275.18,83,75,7.0
Berlevag,70.86,271.67,92,90,4.6
Lokosovo,61.13,261.89,95,81,3.58
Stony Mountain,50.09,254.95,70,40,7.2
Nizwa,22.93,292.43,75,66,1.02
Rome,41.89,285.72,76,75,0.5
Belyy Yar,53.6,272.15,86,75,6.0
Verkhoyansk,67.55,237.42,80,0,0.67
Mangrol,25.33,288.76,54,0,2.76
Nanortalik,60.14,273.59,66,100,6.59
Kavieng,-2.57,302.07,73,100,3.52
Katiola,8.14,305.15,40,20,3.1
Chuy,-33.69,301.81,33,0,3.64
Karratha,-20.74,302.84,46,0,8.16
Victoria,5.28,297.59,88,75,1.5
Tiksi,71.64,241.42,83,1,2.92
Lebu,8.96,287.17,77,81,0.68
Milkovo,41.53,283.07,52,20,3.6
Khandyga,62.65,231.83,91,48,0.44
Kalmunai,7.42,300.36,79,100,6.41
Ixtapa,20.71,299.78,65,5,1.64
Lata,30.78,268.36,5,31,3.44
Hermanus,-34.42,293.82,74,29,6.26
Cape Town,-33.93,295.01,53,20,8.7
Cuxhaven,53.87,280.61,81,20,9.3
Barrow,-38.31,303.93,16,32,7.96
Sioux Lookout,50.1,255.73,64,75,4.6
Georgetown,6.8,300.68,88,75,1.0
Ewa Beach,21.32,292.87,83,20,1.5
Bambous Virieux,-20.34,299.09,94,75,1.5
Geraldton,49.72,260.15,71,90,5.7
Bouza,14.42,298.29,11,0,4.46
Lima,-12.06,296.15,73,90,1.5
Ketchikan,55.34,274.18,70,90,2.6
Wahiawa,21.5,292.89,93,1,0.13
Auki,12.18,298.57,17,55,4.01
Marsa Matruh,31.35,293.15,64,40,4.1
Coahuayana,18.62,303.49,44,0,1.03
Port Blair,11.67,299.2,75,5,7.72
Hovd,63.83,272.63,92,90,6.2
Padang,-0.92,293.4,93,100,2.19
Port Elizabeth,39.31,279.57,48,1,3.6
New Norfolk,-42.78,285.55,62,100,4.1
Sanchez,19.23,299.16,94,75,2.5
Bathsheba,13.22,304.15,52,20,9.3
Piacabucu,-10.41,302.18,66,7,6.76
Yasnyy,64.04,274.77,98,100,6.54
Ilulissat,69.22,257.15,54,23,1.5
Roald,62.58,276.99,86,90,13.9
Kahului,20.89,292.05,82,1,1.5
Richards Bay,-28.77,294.55,77,84,6.99
Mitsamiouli,-11.38,300.15,88,75,2.1
College,64.86,264.72,100,75,0.74
Kuna,43.49,279.15,100,90,5.99
Touros,-5.2,304.15,52,40,7.2
Castro,-42.48,290.15,67,75,1.5
Jalingo,10.3,298.28,17,45,3.22
Clyde River,70.47,246.15,68,1,2.1
Talnakh,69.49,244.15,75,40,4.0
Camacha,33.08,292.15,68,75,3.6
Airai,-8.93,292.76,72,0,1.1
Cidreira,-30.17,295.06,76,0,6.54
Grindavik,63.84,273.15,76,40,7.2
Faanui,-16.48,300.64,76,24,4.86
Kant,42.89,270.15,92,0,2.0
Baykit,61.68,261.29,89,97,4.27
Melilla,-0.8,301.15,74,20,3.6
Taybad,34.74,286.93,27,98,9.46
Lianzhou,24.79,279.42,46,50,1.77
Martapura,-3.41,296.82,92,100,0.25
Morondava,-20.3,296.95,78,93,2.91
Tezu,27.93,286.8,47,0,1.54
Kaitangata,-46.28,282.04,80,75,2.24
Kaniama,-7.57,291.5,99,100,1.62
Svetlogorsk,53.14,271.15,86,40,5.0
Cayenne,4.94,302.15,79,75,4.1
Aranos,-24.14,299.82,30,72,2.05
Kampong Thum,12.71,291.05,73,0,2.85
Beloha,-25.17,297.31,79,84,4.76
Leningradskiy,69.38,258.67,99,100,11.96
Iranshahr,27.21,290.15,93,20,1.85
Katherine,-14.47,302.15,51,47,3.1
Iqaluit,63.75,266.03,57,75,12.9
Aklavik,68.22,246.73,75,20,4.6
Keskin,39.67,273.71,88,96,0.58
Pitimbu,-7.47,303.15,62,75,6.2
Husavik,50.56,254.82,73,83,4.02
Belyy Yar,53.6,272.15,86,75,6.0
Verkhoyansk,67.55,237.42,80,0,0.67
Mangrol,25.33,288.76,54,0,2.76
Nanortalik,60.14,273.59,66,100,6.59
Kavieng,-2.57,302.07,73,100,3.52
Katiola,8.14,305.15,40,20,3.1
Chuy,-33.69,301.81,33,0,3.64
Karratha,-20.74,302.84,46,0,8.16
Victoria,5.28,297.59,88,75,1.5
Tiksi,71.64,241.42,83,1,2.92
Lebu,8.96,287.17,77,81,0.68
Milkovo,41.53,283.07,52,20,3.6
Khandyga,62.65,231.83,91,48,0.44
Kalmunai,7.42,300.36,79,100,6.41
Ixtapa,20.71,299.78,65,5,1.64
Lata,30.78,268.36,5,31,3.44
Hermanus,-34.42,293.82,74,29,6.26
Cape Town,-33.93,295.01,53,20,8.7
Cuxhaven,53.87,280.61,81,20,9.3
Barrow,-38.31,303.93,16,32,7.96
Sioux Lookout,50.1,255.73,64,75,4.6
Georgetown,6.8,300.68,88,75,1.0
Ewa Beach,21.32,292.87,83,20,1.5
Bambous Virieux,-20.34,299.09,94,75,1.5
Geraldton,49.72,260.15,71,90,5.7
Bouza,14.42,298.29,11,0,4.46
Lima,-12.06,296.15,73,90,1.5
Ketchikan,55.34,274.18,70,90,2.6
Wahiawa,21.5,292.89,93,1,0.13
Auki,12.18,298.57,17,55,4.01
Marsa Matruh,31.35,293.15,64,40,4.1
Coahuayana,18.62,303.49,44,0,1.03
Port Blair,11.67,299.2,75,5,7.72
Hovd,63.83,272.63,92,90,6.2
Padang,-0.92,293.4,93,100,2.19
Port Elizabeth,39.31,279.57,48,1,3.6
New Norfolk,-42.78,285.55,62,100,4.1
Sanchez,19.23,299.16,94,75,2.5
Bathsheba,13.22,304.15,52,20,9.3
Piacabucu,-10.41,302.18,66,7,6.76
Yasnyy,64.04,274.77,98,100,6.54
Ilulissat,69.22,257.15,54,23,1.5
Roald,62.58,276.99,86,90,13.9
Kahului,20.89,292.05,82,1,1.5
Richards Bay,-28.77,294.55,77,84,6.99
Mitsamiouli,-11.38,300.15,88,75,2.1
College,64.86,264.72,100,75,0.74
Kuna,43.49,279.15,100,90,5.99
Touros,-5.2,304.15,52,40,7.2
Castro,-42.48,290.15,67,75,1.5
Jalingo,10.3,298.28,17,45,3.22
Clyde River,70.47,246.15,68,1,2.1
Talnakh,69.49,244.15,75,40,4.0
Camacha,33.08,292.15,68,75,3.6
Airai,-8.93,292.76,72,0,1.1
Cidreira,-30.17,295.06,76,0,6.54
Grindavik,63.84,273.15,76,40,7.2
Faanui,-16.48,300.64,76,24,4.86
Kant,42.89,270.15,92,0,2.0
Baykit,61.68,261.29,89,97,4.27
Melilla,-0.8,301.15,74,20,3.6
Taybad,34.74,286.93,27,98,9.46
Lianzhou,24.79,279.42,46,50,1.77
Martapura,-3.41,296.82,92,100,0.25
Morondava,-20.3,296.95,78,93,2.91
Tezu,27.93,286.8,47,0,1.54
Kaitangata,-46.28,282.04,80,75,2.24
Kaniama,-7.57,291.5,99,100,1.62
Svetlogorsk,53.14,271.15,86,40,5.0
Cayenne,4.94,302.15,79,75,4.1
Aranos,-24.14,299.82,30,72,2.05
Kampong Thum,12.71,291.05,73,0,2.85
Beloha,-25.17,297.31,79,84,4.76
Leningradskiy,69.38,258.67,99,100,11.96
Iranshahr,27.21,290.15,93,20,1.85
Katherine,-14.47,302.15,51,47,3.1
Iqaluit,63.75,266.03,57,75,12.9
Aklavik,68.22,246.73,75,20,4.6
Keskin,39.67,273.71,88,96,0.58
Pitimbu,-7.47,303.15,62,75,6.2
Husavik,50.56,254.82,73,83,4.02
Nhulunbuy,-12.18,300.15,83,40,2.1
Labuhan,-2.54,295.6,94,93,0.62
Acari,-6.44,305.77,35,94,6.08
Codrington,-28.95,295.03,78,100,2.1
Qiyang,26.59,281.8,48,0,0.52
Cadiz,40.27,280.51,78,90,4.1
Rosetta,31.4,290.15,88,40,1.0
Lebu,8.96,287.17,77,81,0.68
Milkovo,41.53,283.07,52,20,3.6
Khandyga,62.65,231.83,91,48,0.44
Kalmunai,7.42,300.36,79,100,6.41
Ixtapa,20.71,299.78,65,5,1.64
Lata,30.78,268.36,5,31,3.44
Hermanus,-34.42,293.82,74,29,6.26
Cape Town,-33.93,295.01,53,20,8.7
Cuxhaven,53.87,280.61,81,20,9.3
Barrow,-38.31,303.93,16,32,7.96
Sioux Lookout,50.1,255.73,64,75,4.6
Georgetown,6.8,300.68,88,75,1.0
Ewa Beach,21.32,292.87,83,20,1.5
Bambous Virieux,-20.34,299.09,94,75,1.5
Geraldton,49.72,260.15,71,90,5.7
Bouza,14.42,298.29,11,0,4.46
Lima,-12.06,296.15,73,90,1.5
Ketchikan,55.34,274.18,70,90,2.6
Wahiawa,21.5,292.89,93,1,0.13
Auki,12.18,298.57,17,55,4.01
Marsa Matruh,31.35,293.15,64,40,4.1
Coahuayana,18.62,303.49,44,0,1.03
Port Blair,11.67,299.2,75,5,7.72
Hovd,63.83,272.63,92,90,6.2
Padang,-0.92,293.4,93,100,2.19
Port Elizabeth,39.31,279.57,48,1,3.6
New Norfolk,-42.78,285.55,62,100,4.1
Sanchez,19.23,299.16,94,75,2.5
Bathsheba,13.22,304.15,52,20,9.3
Piacabucu,-10.41,302.18,66,7,6.76
Yasnyy,64.04,274.77,98,100,6.54
Ilulissat,69.22,257.15,54,23,1.5
Roald,62.58,276.99,86,90,13.9
Kahului,20.89,292.05,82,1,1.5
Richards Bay,-28.77,294.55,77,84,6.99
Mitsamiouli,-11.38,300.15,88,75,2.1
College,64.86,264.72,100,75,0.74
Kuna,43.49,279.15,100,90,5.99
Touros,-5.2,304.15,52,40,7.2
Castro,-42.48,290.15,67,75,1.5
Jalingo,10.3,298.28,17,45,3.22
Clyde River,70.47,246.15,68,1,2.1
Talnakh,69.49,244.15,75,40,4.0
Camacha,33.08,292.15,68,75,3.6
Airai,-8.93,292.76,72,0,1.1
Cidreira,-30.17,295.06,76,0,6.54
Grindavik,63.84,273.15,76,40,7.2
Faanui,-16.48,300.64,76,24,4.86
Kant,42.89,270.15,92,0,2.0
Baykit,61.68,261.29,89,97,4.27
Melilla,-0.8,301.15,74,20,3.6
Taybad,34.74,286.93,27,98,9.46
Lianzhou,24.79,279.42,46,50,1.77
Martapura,-3.41,296.82,92,100,0.25
Morondava,-20.3,296.95,78,93,2.91
Tezu,27.93,286.8,47,0,1.54
Kaitangata,-46.28,282.04,80,75,2.24
Kaniama,-7.57,291.5,99,100,1.62
Svetlogorsk,53.14,271.15,86,40,5.0
Cayenne,4.94,302.15,79,75,4.1
Aranos,-24.14,299.82,30,72,2.05
Kampong Thum,12.71,291.05,73,0,2.85
Beloha,-25.17,297.31,79,84,4.76
Leningradskiy,69.38,258.67,99,100,11.96
Iranshahr,27.21,290.15,93,20,1.85
Katherine,-14.47,302.15,51,47,3.1
Iqaluit,63.75,266.03,57,75,12.9
Aklavik,68.22,246.73,75,20,4.6
Keskin,39.67,273.71,88,96,0.58
Pitimbu,-7.47,303.15,62,75,6.2
Husavik,50.56,254.82,73,83,4.02
Nhulunbuy,-12.18,300.15,83,40,2.1
Labuhan,-2.54,295.6,94,93,0.62
Acari,-6.44,305.77,35,94,6.08
Codrington,-28.95,295.03,78,100,2.1
Qiyang,26.59,281.8,48,0,0.52
Cadiz,40.27,280.51,78,90,4.1
Rosetta,31.4,290.15,88,40,1.0
Norman Wells,65.28,241.15,67,20,1.5
Port Macquarie,-31.43,294.37,73,90,4.1
Byron Bay,-28.65,295.29,88,90,3.1
Antofagasta,-23.65,294.15,64,20,6.7
Viedma,-40.81,295.99,35,13,6.2
Lavrentiya,65.58,272.38,89,100,12.58
Flinders,-34.58,293.36,82,90,2.1
Torrington,42.06,279.68,69,1,2.1
Mayo,63.59,246.15,75,40,1.84
Zhezkazgan,47.8,268.78,87,0,1.15
Sioux Lookout,50.1,255.73,64,75,4.6
Georgetown,6.8,300.68,88,75,1.0
Ewa Beach,21.32,292.87,83,20,1.5
Bambous Virieux,-20.34,299.09,94,75,1.5
Geraldton,49.72,260.15,71,90,5.7
Bouza,14.42,298.29,11,0,4.46
Lima,-12.06,296.15,73,90,1.5
Ketchikan,55.34,274.18,70,90,2.6
Wahiawa,21.5,292.89,93,1,0.13
Auki,12.18,298.57,17,55,4.01
Marsa Matruh,31.35,293.15,64,40,4.1
Coahuayana,18.62,303.49,44,0,1.03
Port Blair,11.67,299.2,75,5,7.72
Hovd,63.83,272.63,92,90,6.2
Padang,-0.92,293.4,93,100,2.19
Port Elizabeth,39.31,279.57,48,1,3.6
New Norfolk,-42.78,285.55,62,100,4.1
Sanchez,19.23,299.16,94,75,2.5
Bathsheba,13.22,304.15,52,20,9.3
Piacabucu,-10.41,302.18,66,7,6.76
Yasnyy,64.04,274.77,98,100,6.54
Ilulissat,69.22,257.15,54,23,1.5
Roald,62.58,276.99,86,90,13.9
Kahului,20.89,292.05,82,1,1.5
Richards Bay,-28.77,294.55,77,84,6.99
Mitsamiouli,-11.38,300.15,88,75,2.1
College,64.86,264.72,100,75,0.74
Kuna,43.49,279.15,100,90,5.99
Touros,-5.2,304.15,52,40,7.2
Castro,-42.48,290.15,67,75,1.5
Jalingo,10.3,298.28,17,45,3.22
Clyde River,70.47,246.15,68,1,2.1
Talnakh,69.49,244.15,75,40,4.0
Camacha,33.08,292.15,68,75,3.6
Airai,-8.93,292.76,72,0,1.1
Cidreira,-30.17,295.06,76,0,6.54
Grindavik,63.84,273.15,76,40,7.2
Faanui,-16.48,300.64,76,24,4.86
Kant,42.89,270.15,92,0,2.0
Baykit,61.68,261.29,89,97,4.27
Melilla,-0.8,301.15,74,20,3.6
Taybad,34.74,286.93,27,98,9.46
Lianzhou,24.79,279.42,46,50,1.77
Martapura,-3.41,296.82,92,100,0.25
Morondava,-20.3,296.95,78,93,2.91
Tezu,27.93,286.8,47,0,1.54
Kaitangata,-46.28,282.04,80,75,2.24
Kaniama,-7.57,291.5,99,100,1.62
Svetlogorsk,53.14,271.15,86,40,5.0
Cayenne,4.94,302.15,79,75,4.1
Aranos,-24.14,299.82,30,72,2.05
